CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH
CERC576,McNamara,Yasawa,0,21,0,0,30,30,0,30,30,0,0,19,-18.4,1,0,11,14,NA,1,0,1,2,1,1,0,0,0.75,0.75,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC577,McNamara,Yasawa,1,12,1,15,15,30,13,17,30,0,1,59,21.6,2,4,11,8,NA,0,2,0,2,0,2,0,2,0,2,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC578,McNamara,Yasawa,0,12,1,15,15,30,11,19,30,1,1,26,-11.4,2,0,11,8,NA,1,2,1,1,1,-2,1,1,1,0.5,1,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC579,McNamara,Yasawa,0,21,0,15,15,30,0,30,30,0,0,20,-17.4,1,1,7,3,NA,0,-2,0,0,0,0,0,0,0,-0.5,0,0.75,1,0.5,0,1.33,1,1,4,1,1,3,1,3,0,3,4,3,0,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC580,McNamara,Yasawa,1,21,0,12,18,30,14,16,30,0,1,39,1.6,2,0,11,6,NA,1,2,1,0,1,-2,1,-1,1,-0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC581,McNamara,Yasawa,0,21,0,16,14,30,15,15,30,0,0,43,5.6,2,0,11,8,NA,0,1,0,-2,0,-2,0,-2,0,-1.25,1,0.75,1,0.5,0,4,0.33,0.33,4,1,1,3,1,3,4,3,4,3,4,1,1,1,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC582,McNamara,Yasawa,0,12,1,18,12,30,17,13,30,0,1,47,9.6,2,NA,15,8,NA,0,2,0,2,0,2,0,2,0,2,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC583,McNamara,Yasawa,1,12,1,17,13,30,10,20,30,0,0,39,1.6,2,NA,11,NA,NA,0,2,1,2,1,2,1,2,0.75,2,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC584,McNamara,Yasawa,0,21,0,19,11,30,20,10,30,0,1,75,37.6,5,5,3,7,NA,1,1,1,-1,1,0,1,-1,1,-0.25,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC585,McNamara,Yasawa,1,12,1,13,17,30,11,19,30,1,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,0,2,0,0.75,1,0.5,0,4,1,1,1,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC586,McNamara,Yasawa,1,12,1,15,15,30,5,25,30,0,1,36,-1.4,2,NA,8,NA,NA,0,2,0,2,0,1,0,0,0,1.25,NA,1,1,1,0,3,0.67,0.67,NA,NA,NA,NA,1,2,3,2,3,2,3,1,1,2,1,NA,NA,NA,0.25,0,0.5,1,0.33,0.33,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,1,0,NA,NA,NA,1,2,3,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC587,McNamara,Yasawa,0,12,1,3,27,30,16,14,30,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,-2,1,0,1,-0.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC588,McNamara,Yasawa,0,21,0,21,9,30,0,30,30,0,0,20,-17.4,NA,NA,10,NA,NA,1,2,1,2,1,2,1,0,1,1.5,1,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC589,McNamara,Yasawa,1,21,0,8,22,30,8,22,30,0,0,48,10.6,2,2,8,5,NA,1,-1,1,0,0,-2,0,0,0.5,-0.75,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC590,McNamara,Yasawa,0,21,0,13,17,30,11,19,30,0,0,26,-11.4,1,NA,13,NA,NA,1,0,0,0,0,0,0,0,0.25,0,0,0.75,1,0.5,0,4,1,1,NA,NA,NA,NA,1,3,4,3,4,3,4,1,1,3,0,NA,NA,NA,0.25,0,0.5,0.33,0,0,NA,NA,NA,NA,1,1,0,1,0,1,1,0,0,0,0,NA,NA,NA,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERC591,McNamara,Yasawa,1,12,1,15,15,30,13,17,30,1,0,43,5.6,2,NA,14,NA,NA,0,2,0,1,0,-1,1,-2,0.25,0,0,0.75,1,0.5,0,4,1,1,4,1,1,3,1,3,4,3,4,3,4,1,1,3,0,1,1,1,0.25,0,0.5,0.33,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,2,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
