Culture,CERCID,Order,GOOD_ORIG_NC,GOOD_ORIG_TL,MATCH_GOOD,GOOD_SPEC_NC,GOOD_SPEC_TL,GOOD_SPEC_BP,BAD_ORIG_NC,BAD_ORIG_TL,MATCH_BAD,BAD_SPEC_NC,BAD_SPEC_TL,BAD_SPEC_BP
Inland Tanna,CERC159,4,Shares with others,Shares with others,Match,Sharing - Others,Sharing,Generous/Shares,Does not welcome others,Does not welcome others,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC159,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC16,1,obey,obey,Match,Obedience,Obedience,Obedient,disobey,disobey,Match,Disobedience,Disobedience,Disobedient
Coastal Tanna,CERC16,2,respect,respect,Match,Respect,Respectful,Respectful,disrespect,disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Coastal Tanna,CERC16,3,honesty,honesty,Match,Honesty,Honesty,Honest,dishonest,dishonest,Match,Dishonest,Dishonesty,Dishonest
Coastal Tanna,CERC16,4,welcoming people in the house,welcoming people in the house,Match,Hospitable,Hospitality,Hospitable,not welcoming people,not welcoming people,Match,Not Hospitable,Unfriendly,Inhospitable
Coastal Tanna,CERC16,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC160,1,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome people,Doesn't welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC160,2,Give food to widows,Give food to widows,Match,Charitable - Food,Generous,Generous/Shares,Doesn't give food to widows,Doesn't give food to widows,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC160,3,Obeys elders,Obeys elders,Match,Obedience - Elders,Obedience,Obedient,Disobeys elders,Disobeys elders,Match,Disobedience - Elders,Disobedience,Disobedient
Inland Tanna,CERC160,4,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC160,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC161,1,Behave well,Behave well,Match,Behaviour - Good,Good behavior,"Good (Conscience, Behavior, Nature, Heart)",Lazy,Lazy,Match,Lazy,Laziness,Lazy
Inland Tanna,CERC161,2,Respect people,Respect people,Match,Respect - Others,Respectful,Respectful,Not helping people,Not helping people,Match,Not Helpful - Others,Unhelpful,Unhelpful
Inland Tanna,CERC161,3,Obey elders,Obey elders,Match,Obedience - Elders,Obedience,Obedient,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC161,4,Help others,Help others,Match,Helpful - Others,Helpful,Helpful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC161,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC162,1,Share food,Share food,Match,Sharing - Food ,Sharing,Generous/Shares,Not sharing food,Not sharing food,Match,Not Sharing,Selfish,Doesn't Feed Others
Inland Tanna,CERC162,2,Kind,Kind,Match,Kind,Kindness,Kind,Not kind,Not kind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC162,3,Obey people,Obey people,Match,Obedience - Others,Obedience,Obedient,Not behaving well,Not behaving well,Match,Behaviour - Bad,Bad behavior,"Bad (Conscience, Behavior, Nature, Heart)"
Inland Tanna,CERC162,4,Respect,Respect,Match,Respect,Respectful,Respectful,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC162,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC163,1,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome,Doesn't welcome,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC163,2,Kind,Kind,Match,Kind,Kindness,Kind,Unkind,Unkind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC163,3,Share food,Share food,Match,Sharing - Food ,Sharing,Generous/Shares,Doesn’t share food,Doesn’t share food,Match,Not Sharing,Selfish,Doesn't Feed Others
Inland Tanna,CERC163,4,Obeys chief,Obeys chief,Match,Obedience - Chief,Obedience,Obedient,Disobeys chief,Disobeys chief,Match,Disobedience - Chief,Disobedience,Disobedient
Inland Tanna,CERC163,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC164,1,Love,Love,Match,Loving,Loving,Loving,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC164,2,Respect,Respect,Match,Respect,Respectful,Respectful,Dishonest,Dishonest,Match,Dishonest,Dishonesty,Dishonest
Inland Tanna,CERC164,3,Welcomes people to house,Welcomes people to house,Match,Hospitable,Hospitality,Hospitable,Greedy/selfish,Greedy/selfish,Match,Greed,Greed,Greedy
Inland Tanna,CERC164,4,Saying 'hi' when you meet somebody,Saying 'hi' when you meet somebody,Match,Polite,Respectful,Manners,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC164,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC165,1,Welcomes people in house,Welcomes people in house,Match,Hospitable,Hospitality,Hospitable,Not welcoming,Not welcoming,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC165,2,Feed the people,Feed the people,Match,Charitable - Food,Generous,Generous/Shares,Not giving food,Not giving food,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC165,3,Not stealing,Not stealing,Match,No Stealing,No stealing,No Stealing,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC165,4,Obey,Obey,Match,Obedience,Obedience,Obedient,Disobeying,Disobeying,Match,Disobedience,Disobedience,Disobedient
Inland Tanna,CERC165,5,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC166,1,Wecomes people,Wecomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome,Doesn't welcome,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC166,2,Helping,Helping,Match,Helpful,Helpful,Helpful,Not helping,Not helping,Match,Not Helpful,Unhelpful,Unhelpful
Inland Tanna,CERC166,3,Giving,Giving,Match,Charitable,Generous,Generous/Shares,Not giving ,Not giving ,Match,Not Chartiable - Giving,Selfish,Not Feeding Others
Inland Tanna,CERC166,4,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC166,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC167,1,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome,Doesn't welcome,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC167,2,Gives food,Gives food,Match,Charitable - Food,Generous,Generous/Shares,Doesn't give food,Doesn't give food,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC167,3,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC167,4,Obey,Obey,Match,Obedience,Obedience,Obedient,Disobedience,Disobedience,Match,Disobedience,Disobedience,Disobedient
Inland Tanna,CERC167,5,Helps others,Helps others,Match,Helpful - Others,Helpful,Helpful,Not helping others,Not helping others,Match,Not Helpful - Others,Unhelpful,Unhelpful
Inland Tanna,CERC168,1,Giving/sharing food to someone who asks,Giving/sharing food to someone who asks,Match,Charitable - Food,Generous,Generous/Shares,If the person who controls the weather makes rain or sun for long periods,If the person who controls the weather makes rain or sun for long periods,Match,Weather - Bad,Bad weather,Causes Bad Weather
Inland Tanna,CERC168,2,Love,Love,Match,Loving,Loving,Loving,No respect,No respect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC168,3,Respect,Respect,Match,Respect,Respectful,Respectful,Stealing (an example we had to give - usually not giving examples),Stealing (an example we had to give - usually not giving examples),Match,Stealing,Stealing,Theft
Inland Tanna,CERC168,4,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC168,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC169,1,Gives food to others,Gives food to others,Match,Charitable - Food,Generous,Generous/Shares,Doesn't give food ,Doesn't give food ,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC169,2,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome,Doesn't welcome,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC169,3,Helps others,Helps others,Match,Helpful - Others,Helpful,Helpful,Doesn't help,Doesn't help,Match,Not Helpful,Unhelpful,Unhelpful
Inland Tanna,CERC169,4,Obey elders,Obey elders,Match,Obedience - Elders,Obedience,Obedient,Disobeys elders,Disobeys elders,Match,Disobedience - Elders,Disobedience,Disobedient
Inland Tanna,CERC169,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC17,1,planning in the home,planning in the home,Match,Helpful - Planning,Organized,Helpful,no planning in the house,no planning in the house,Match,No Planning - House,Disorganized,Aimless
Coastal Tanna,CERC17,2,good behavior,good behavior,Match,Behaviour - Good,Good behavior,"Good (Conscience, Behavior, Nature, Heart)",Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Coastal Tanna,CERC17,3,not stealing,not stealing,Match,Not Stealing,No stealing,No Stealing,disobey,disobey,Match,Disobedience,Disobedience,Disobedient
Coastal Tanna,CERC17,4,respect,respect,Match,Respect,Respectful,Respectful,stealing,stealing,Match,Stealing,Stealing,Theft
Coastal Tanna,CERC17,5,welcome people in the house,welcome people in the house,Match,Hospitable,Hospitality,Hospitable,not welcoming people in the house,not welcoming people in the house,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC170,1,Kind,Kind,Match,Kind,Kindness,Kind,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Inland Tanna,CERC170,2,Obey,Obey,Match,Obedience,Obedience,Obedient,Not welcoming people,Not welcoming people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC170,3,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Not giving food,Not giving food,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC170,4,No questioning,No questioning,Match,No Questioning,Trustworthy,Honest,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC170,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC171,1,Kind,Kind,Match,Kind,Kindness,Kind,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC171,2,Give food to others,Give food to others,Match,Charitable - Food,Generous,Generous/Shares,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Inland Tanna,CERC171,3,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC171,4,NA,NA,Match,NA,NA,NA,Not giving to others,Not giving to others,Match,Not Chartiable - Giving,Selfish,Not Feeding Others
Inland Tanna,CERC171,5,NA,NA,Match,NA,NA,NA,Not welcoming,Not welcoming,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC172,1,Kind,Kind,Match,Kind,Kindness,Kind,Unkind,Unkind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC172,2,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome people,Doesn't welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC172,3,Obeys elders,Obeys elders,Match,Obedience - Elders,Obedience,Obedient,Disobeys elders,Disobeys elders,Match,Disobedience - Elders,Disobedience,Disobedient
Inland Tanna,CERC172,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC172,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC173,1,No stealing,No stealing,Match,No Stealing,No stealing,No Stealing,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Inland Tanna,CERC173,2,Kind always,Kind always,Match,Kind,Kindness,Kind,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC173,3,No swearing,No swearing,Match,No Swearing,No foul language,No Swearing,Hates people,Hates people,Match,Hate - Others,Hatred,Hateful
Inland Tanna,CERC173,4,Respect,Respect,Match,Respect,Respectful,Respectful,Disobey parents,Disobey parents,Match,Disobedience - Parents,Disobedience,Disobedient
Inland Tanna,CERC173,5,Obey,Obey,Match,Obedience,Obedience,Obedient,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC174,1,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC174,2,Gives food to other people,Gives food to other people,Match,Charitable - Food,Generous,Generous/Shares,Not welcome people,Not welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC174,3,Not stealing,Not stealing,Match,No Stealing,No stealing,No Stealing,Not giving food,Not giving food,Match,Not Chartiable - Food,Selfish,Not Feeding Others
Inland Tanna,CERC174,4,No fighting,No fighting,Match,No Violence - Fighting,Peace,No Violence,Hating people,Hating people,Match,Hate - Others,Hatred,Hateful
Inland Tanna,CERC174,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC175,1,No stealing,No stealing,Match,No Stealing,No stealing,No Stealing,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC175,2,Obey elders,Obey elders,Match,Obedience - Elders,Obedience,Obedient,Not obeying elders,Not obeying elders,Match,Disobedience,Disobedience,Disobedient
Inland Tanna,CERC175,3,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC175,4,Helping widows,Helping widows,Match,Helpful - Widows,Helpful,Helpful,Not helping widows,Not helping widows,Match,Not Helpful - Widows,Unhelpful,Unhelpful
Inland Tanna,CERC175,5,No fighting,No fighting,Match,No Violence - Fighting,Peace,No Violence,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Inland Tanna,CERC176,1,Kindness,Kindness,Match,Kind,Kindness,Kind,Unkind,Unkind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC176,2,Obey elders,Obey elders,Match,Obedience - Elders,Obedience,Obedient,Disobey elders,Disobey elders,Match,Disobedience - Elders,Disobedience,Disobedient
Inland Tanna,CERC176,3,No stealing,No stealing,Match,No Stealing,No stealing,No Stealing,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC176,4,No swearing,No swearing,Match,No Swearing,No foul language,No Swearing,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC176,5,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC177,1,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome people,Doesn't welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC177,2,Shares,Shares,Match,Sharing,Sharing,Generous/Shares,Doesn't share,Doesn't share,Match,Not Sharing,Selfish,Doesn't Share
Inland Tanna,CERC177,3,Helping community,Helping community,Match,Helpful - Community,Helpful,Helpful,Doesn't help community,Doesn't help community,Match,Not Helpful,Unhelpful,Unhelpful
Inland Tanna,CERC177,4,Obey,Obey,Match,Obedience,Obedience,Obedient,Disobeys,Disobeys,Match,Disobedience,Disobedience,Disobedient
Inland Tanna,CERC177,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC178,1,Doesn't steal,Doesn't steal,Match,No Stealing,No stealing,No Stealing,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC178,2,Hardworking,Hardworking,Match,Work - Hard,Hardworking,Hard-working,Greedy,Greedy,Match,Greed,Greed,Greedy
Inland Tanna,CERC178,3,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Disobedient,Disobedient,Match,Disobedience,Disobedience,Disobedient
Inland Tanna,CERC178,4,Respect,Respect,Match,Respect,Respectful,Respectful,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC178,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC179,1,Love,Love,Match,Loving,Loving,Loving,Steals from the garden,Steals from the garden,Match,Stealing,Stealing,Theft
Inland Tanna,CERC179,2,Doing good for others,Doing good for others,Match,Behaviour - Good,Good behavior,"Good (Conscience, Behavior, Nature, Heart)",Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC179,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC179,4,Welcoming people,Welcoming people,Match,Hospitable,Hospitality,Hospitable,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC179,5,Being friendly,Being friendly,Match,Friendly,Friendly,Friendly,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC18,1,love,love,Match,Loving,Loving,Loving,hatred,hatred,Match,Hate,Hatred,Hateful
Coastal Tanna,CERC18,2,joy,joy,Match,Joy,Happiness,Joy,fighting,fighting,Match,Violence  - Fighting,Fighting,Violent
Coastal Tanna,CERC18,3,peace,peace,Match,Peace,Peace,Peaceful,consuming alcohol,consuming alcohol,Match,Alcohol - Drinking,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC18,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC18,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC180,1,Kind,Kind,Match,Kind,Kindness,Kind,Unkindness,Unkindness,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC180,2,Sharing food,Sharing food,Match,Sharing - Food,Sharing,Generous/Shares,Not sharing food,Not sharing food,Match,Not Sharing,Selfish,Doesn't Feed Others
Inland Tanna,CERC180,3,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC180,4,No swearing,No swearing,Match,No Swearing,No foul language,No Swearing,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Inland Tanna,CERC180,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC181,1,No stealing,No stealing,Match,No Stealing,No stealing,No Stealing,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Inland Tanna,CERC181,2,Welcoming people in house,Welcoming people in house,Match,Hospitable,Hospitality,Hospitable,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC181,3,Sharing food,Sharing food,Match,Sharing - Food,Sharing,Generous/Shares,Not welcoming,Not welcoming,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC181,4,NA,NA,Match,NA,NA,NA,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Inland Tanna,CERC181,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC182,1,Kind,Kind,Match,Kind,Kindness,Kind,Unkind,Unkind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC182,2,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome people,Doesn't welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC182,3,Shares food,Shares food,Match,Sharing - Food ,Sharing,Generous/Shares,Doesn't share food,Doesn't share food,Match,Not Sharing,Selfish,Doesn't Feed Others
Inland Tanna,CERC182,4,Obeys other people,Obeys other people,Match,Obedience - Others,Obedience,Obedient,Disobeys others,Disobeys others,Match,Disobedience - Others,Disobedience,Disobedient
Inland Tanna,CERC182,5,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Inland Tanna,CERC183,1,Love,Love,Match,Loving,Loving,Loving,Drinks a lot of kava,Drinks a lot of kava,Match,Alcohol - Kava,Substance abuse,Drugs/Alcohol/Substance
Inland Tanna,CERC183,2,Respect,Respect,Match,Respect,Respectful,Respectful,Lazy,Lazy,Match,Lazy,Laziness,Lazy
Inland Tanna,CERC183,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC183,4,Welcoming,Welcoming,Match,Hospitable,Hospitality,Hospitable,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC183,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Inland Tanna,CERC184,1,Kind,Kind,Match,Kind,Kindness,Kind,Unkind,Unkind,Match,Not Kind,Unkind,Unkind
Inland Tanna,CERC184,2,Welcomes people,Welcomes people,Match,Hospitable,Hospitality,Hospitable,Doesn't welcome people,Doesn't welcome people,Match,Not Hospitable,Unfriendly,Inhospitable
Inland Tanna,CERC184,3,Not stealing,Not stealing,Match,No Stealing,No stealing,No Stealing,Stealing,Stealing,Match,Stealing,Stealing,Theft
Inland Tanna,CERC184,4,Not swearing,Not swearing,Match,No Swearing,No foul language,No Swearing,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
